AOD,RH,WS,TEMP,PBL,SP,NDVI,PM2.5
179,26.2,6.117,279.15,1193.3,100.05,2389,35.847
293,29.2,5.736,278.01,1216.4,98.926,3880,98.46
226,34.1,2.14,283.48,989.77,88.972,2291,35.04
238,34.3,1.951,283.33,994.42,88.25,2092,41.05
93,17.4,5.846,280.64,1049.8,93.267,2402,23.08
97,17.4,6.029,280.77,1054.1,93.682,2189,34.795
85,17.2,6.968,281.17,1030,94.483,2169,33
149,24.5,8.046,282.9,1084.8,99.572,3850,47.73
140,24.4,7.748,282.78,1078.5,99.175,4470,46.345
74,44.6,2.716,285.9,1682,85.426,2132,56.17
55,18.1,2.624,286.72,1195.7,94.933,3378,17.29
395,36.8,4.381,288.62,1231.7,89.861,1866,52.09
254,45.2,2.764,285.88,1622.5,85.748,1721,48.38
80,18.7,2.514,287.25,1212.1,95.343,3219,23.29
80,18,2.765,287.1,1192.9,95.399,3448,24.28
40,40.1,3.686,287.15,1608,86.093,2030,54.897
35,17,8.921,286.11,1266.5,101.89,1371,36.08
371,37.3,4.596,288.68,1238.6,89.32,2173,48.83
371,36.8,4.538,288.89,1248.9,89.612,1810,51.92
252,39.9,3.749,287.53,1574.4,86.778,2168,48.09
248,39.9,3.757,287.54,1573.8,86.754,2147,48.21
56,16.8,8.723,286.28,1265.2,101.7,2179,23.487
164,36.8,4.838,288.15,1335.3,88.144,1894,80.378
203,37,4.774,288.44,1338.5,88.62,1631,88.685
355,24.1,1.874,289.27,1168.5,98.52,3450,53.92
189,31.5,8.323,286.61,1020.1,100.82,4060,24.52
194,32.2,8.262,286.5,1012.9,100.6,2789,22.96
79,16.3,9.047,287.78,1165.1,101.47,4060,16.92
256,32.7,8.471,286.92,1011.7,101.15,1963,25.7
472,25.7,2.694,289.5,1032.3,100.2,3481,64.17
618,25,2.728,289.68,1040,100.49,2886,56.4
92,16.7,9.022,288.09,1127.4,101.36,2445,15.67
256,41.5,4.433,286.53,1019.4,87.476,1800,44.65
526,25,2.881,289.74,1008.4,100.9,2880,52.46
278,24.4,2.973,289.88,1016.9,101.12,2392,50.92
278,42.5,4.307,286.43,999.34,87.421,2071,41.5
133,48.4,6.355,288.76,1142.9,87.579,-2635,61.57
103,48.4,6.395,288.67,1151.8,87.402,1359,54.395
362,17.2,6.077,290.12,1076.4,102.09,2457,55.578
294,17.3,6.265,289.99,1079.6,102.06,2532,61.085
56,24.6,10.286,286.5,974.28,101.83,4087,29.52
64,24.8,10.065,286.5,971.24,101.73,3080,35.83
614,23.4,4.272,290.04,945.61,102.3,3616,53.39
611,22.9,4.399,290.08,956.24,102.36,3974,55.543
253,53.9,6.451,288.45,1073.4,87.587,1582,25.17
331,24.4,6.102,290,916.63,102.54,2922,36.83
403,55.1,6.37,288.42,1057.6,87.682,2078,39.78
188,57.8,6.427,287.98,1058.9,86.465,1597,48.13
128,30.3,10.582,287.7,919.95,102.26,1338,23.63
165,58.1,7.222,288.59,1081.1,85.901,1559,48.155
165,58.3,7.064,288.48,1081.4,85.946,1620,47.21
226,32.5,11.338,287.76,888.29,102.31,-2073,25.055
197,32.8,11.133,287.8,886.76,102.31,-2397,28.57
334,58.7,6.088,287.59,1089.9,82.151,1150,56.133
374,60.6,8.452,290.41,882.18,101.98,3011,49.22
225,30.9,1.577,283.97,1129.6,84.834,1917,78.23
283,58.4,8.187,291.93,1080.2,101.74,4805,45.56
662,49.4,5.725,293.64,1268.2,101.25,2981,60.895
705,49.7,5.626,293.94,1306.2,101.66,2976,42.895
643,55.9,6.064,292.36,1125.5,100.44,2791,153.09
620,56.1,6.049,292.31,1128.3,100.33,3588,142.75
992,55.6,6.031,292.57,1129.7,100.55,3440,125.75
720,55.9,5.713,293.05,1114,101.73,2470,100.18
654,58.6,5.718,291.81,1148.5,98.883,3688,173.88
771,53.5,4.604,294.38,1372.2,101.83,2822,94.48
874,57,5.281,292.68,1217.7,99.099,3195,139.69
806,57.4,5.284,292.56,1214.7,98.976,3114,130.54
1463,58.6,2.753,295.54,1488.4,100.46,3885,142.46
1707,69,3.415,295.75,1279.5,101.89,4427,100
1707,69.2,3.403,295.79,1288,101.91,3107,120.33
1661,69.5,3.289,295.92,1280.8,101.91,4133,98.35
1599,65.8,3.312,297.23,1431.7,101.56,2721,108.42
1450,64.5,3.381,297.43,1449.3,101.49,3667,102.83
1382,65,3.437,297.33,1425.7,101.47,3160,120.5
1416,61,3.31,298.04,1527.7,101.47,3303,115.13
1112,55.8,3.211,298.78,1546,101.34,4477,101.83
1272,55,2.327,297.97,1597.6,99.729,3582,95.5
1438,56.5,2.89,298.66,1625.3,100.47,3768,119.41
1330,56.2,2.916,298.73,1614.1,100.65,3513,111.61
1213,56.2,3.027,298.82,1545.2,101.34,3947,85.46
1266,54.6,2.228,298.16,1606.5,99.872,5159,101.57
1270,54.1,1.597,299.14,1635.8,101.21,4115,111.05
1317,64.1,1.566,298.06,1453.9,101.07,3401,97.75
775,65.4,0.764,298.39,1650.7,100.67,4229,123.7
1624,53.6,1.42,299.19,1641.3,101.33,2710,122.3
1246,53.7,1.314,299.15,1654.3,101.25,3007,120.63
809,62.5,2.507,297.65,1288.3,100.46,6434,81.5
737,62.8,1.857,297.74,1397.6,100.3,3402,58.93
962,57.1,1.224,298.84,1647.7,101.14,1986,88.77
1378,55,1.687,299.41,1640.5,101.37,3799,122.83
1083,58,1.211,298.71,1625.7,101.05,4470,87.9
1035,59,1.231,298.57,1603.7,100.96,5000,106.42
796,60.2,1.15,298.46,1607.2,100.85,3451,99.953
391,64.7,0.645,297.77,1645.6,98.206,6363,37.04
883,60.6,1.222,298.38,1582.5,100.86,4175,86
745,59.4,1.583,298.59,1582.1,100.26,5874,76.54
773,59.9,1.595,298.39,1564.7,100.14,4453,76.273
1212,65.2,1.728,298.11,1399.6,100.79,3025,100.77
1212,65,1.802,298.09,1357,100.85,1736,121.25
1163,65.2,1.729,298.16,1411.7,100.76,5099,97.76
1087,65.1,1.782,298.15,1372.3,100.82,7342,90.45
957,65.3,1.739,298.21,1423.7,100.74,7977,44.17
1197,56.3,1.018,299.41,1584.3,101.14,4902,73.83
940,56.3,0.924,299.38,1623.9,100.75,5724,84.17
821,56.6,0.917,299.35,1614.3,100.63,6284,73.21
412,63.4,1.056,298.82,1488.5,99.607,7262,46.96
502,63.5,1.312,299.01,1441.7,100.21,3934,59.065
482,63.5,1.181,298.98,1464,99.986,7736,53.04
1257,60.6,1.883,298.45,1311.1,100.69,5862,43.5
460,64.3,1.723,298.63,1502.7,98.757,5925,70.685
1418,61.6,2.015,298.27,1280.4,100.44,3507,71.085
1467,62.1,2.031,298.24,1272.8,100.29,5069,78.21
456,69.1,1.524,298.08,1584.1,97.421,4259,60.763
990,64.7,2.284,298.81,1373.9,100.92,3762,78.21
1376,59.7,1.658,299.35,1443.6,100.77,5284,91.09
524,74.7,4.819,297.34,967.51,100.52,3948,51.67
1324,60.3,1.712,299.3,1434.4,100.63,4916,114.56
639,62.5,0.824,299.29,1739.6,98.518,3101,80.567
632,62.9,0.806,299.22,1758.8,98.312,6599,65.54
1019,59.9,1.755,299.57,1488.1,100.67,4605,80.67
1283,59.8,1.812,299.57,1478.7,100.62,4536,105.83
1060,59.7,1.808,299.58,1486,100.63,2854,110.33
920,59.7,1.805,299.61,1493.4,100.63,3766,94.315
847,60,1.275,299.5,1531.3,99.957,5860,83.58
805,60,1.174,299.43,1551.3,99.594,3021,78.977
997,59.7,1.87,299.56,1474.7,100.56,6206,129.52
946,59.6,1.866,299.6,1483.9,100.58,3351,92.49
898,59.6,1.863,299.64,1493.1,100.61,2733,102.83
858,59.9,1.633,299.49,1425.3,100.68,5470,46.32
666,57.2,1.163,299.56,1640.6,99.278,6088,62.46
933,60.3,2.003,299.22,1413.3,100.06,6297,87.67
858,59.3,1.958,299.63,1474.8,100.49,4368,101.54
807,59.2,1.956,299.7,1486.1,100.54,6646,104.13
677,59.2,1.97,299.71,1493,100.53,5442,44.83
829,59.4,1.565,299.48,1452.2,100.43,3273,64.29
131,60.4,3.699,289.12,1407,75.694,6288,21.495
831,59.1,1.96,299.57,1452.6,100.36,4500,107.87
833,59,1.957,299.64,1462.8,100.41,3526,97.127
815,58.8,1.955,299.7,1473,100.46,4446,87.25
753,58.8,1.971,299.71,1479.1,100.44,2860,89.828
697,59.4,2.04,299.57,1472.6,100.2,7419,64.96
644,65.7,2.322,298.33,1418.6,98.992,4858,56.21
720,65.6,2.293,298.4,1413.2,99.166,6093,87.67
913,70,4.287,297.26,1247.7,94.607,6874,49.735
955,62.7,2.36,298.36,1312.5,98.476,4103,82.193
938,62.1,2.285,298.54,1330.2,98.778,5065,77.96
662,65.8,2.334,298.25,1427.6,98.747,7427,36.91
937,63.9,2.239,299.08,1374.2,100.35,6629,60.43
523,63.2,2.416,298.64,1414.2,98.63,3253,75.593
664,62.9,3.393,299.12,1337.8,97.033,4610,92.263
700,62.7,3.376,299.07,1333.6,97.002,6302,108.5
355,64.4,2.379,298.35,1414.1,98.252,8090,29.45
91,56.1,3.856,291.75,1375,79.689,4358,27.23
186,59.1,3.886,294.58,1450,84.286,7067,40.54
737,63.6,2.558,298.17,1274.7,97.551,6203,79.92
188,60.3,4.646,294.52,1407.1,84.434,5977,43.63
682,63.6,2.584,298.21,1268.8,97.453,4025,94.615
838,63.6,1.867,299.23,1457.6,99.935,5580,76.19
862,63.3,1.789,299.32,1483.7,99.905,5133,68.79
835,62.7,1.754,299.42,1500.5,99.923,6798,67.63
822,56,1.566,299.89,1393.8,99.917,4377,87.44
762,55.9,1.605,299.86,1389.9,99.879,3913,83.5
723,54.9,1.475,299.96,1407.5,99.809,4298,90.377
233,64.2,0.637,299.89,1699,96.932,7692,17.75
135,52.9,3.46,293.03,1518.8,81.352,5990,28.46
166,52.8,3.28,293.32,1513.3,81.84,6480,41.33
166,52.7,3.127,293.61,1507.7,82.328,5898,26.295
128,59.2,4.81,292.26,1269.8,81.375,6941,43.75
619,71.4,5.775,296.23,1324,90.812,5194,60.83
866,58.6,1.609,299.6,1415.5,98.146,6351,59.21
903,57.7,1.506,299.82,1426.2,98.466,6366,53.95
188,65.2,0.796,299.31,1651.4,95.847,6788,29.74
762,57.2,1.319,299.61,1479.8,97.561,5386,45.84
419,48.4,1.147,299.65,1510.9,97.442,6252,59.25
493,63.3,1.346,299.53,1570.7,98.324,4050,50.88
395,48.8,1.073,299.49,1512.1,97.125,6826,66.987
545,63,1.401,299.29,1527.7,97.861,3967,58.29
515,63.7,1.44,299.5,1543.7,98.231,2864,61.95
390,49.1,1,299.33,1513.3,96.809,5305,54.74
116,63.6,2.91,289.94,1391,78.902,7038,10.75
97,53.5,6.343,292.14,1450.2,79.376,5608,24.625
623,64.5,1.765,298.78,1442.1,95.837,6937,70.13
792,65.1,1.866,298.98,1420.8,96.273,5288,92.91
815,64.5,1.779,299,1437.8,96.221,5009,92.39
118,63.7,2.153,291.71,1551.2,81.413,6138,25.375
80,53,4.476,293.79,1678,81.076,4419,20.105
356,52.5,5.025,293.31,1633.8,80.15,3410,31.875
430,55.2,1.398,299.5,1458.3,97.266,5631,57.33
572,65,3.467,298.96,1263.2,96.296,7871,58.46
441,55.9,1.52,299.6,1442.6,97.453,4697,47.415
600,64.9,3.646,298.96,1262.4,96.131,7642,67.33
548,64.5,3.483,299.08,1263.4,96.408,8073,75.43
432,56.7,1.641,299.7,1426.9,97.641,6551,56.48
100,66.5,0.559,293.31,1440.1,85.292,4187,19.895
56,55.6,4.21,294.43,1721.9,81.814,3807,22.005
285,63.8,0.662,300.27,1531.3,98.108,7543,38.08
330,65.4,0.808,300.06,1498.7,98.094,6824,45.42
610,63.4,2.978,299.55,1310.6,95.583,6813,70.63
599,63.3,3.29,299.38,1296.3,95.356,5428,78.5
663,62.2,1.867,301.28,1577,99.461,5704,50.78
492,57.1,2.183,301.08,1408.7,99.6,6236,47.29
309,68.4,2.086,299.91,1308.6,98.517,7531,50.84
537,56.2,2.237,301.41,1437.8,99.905,4756,52.375
424,57.5,2.328,301.31,1400.8,99.809,6771,42.96
545,57.7,2.044,301.77,1512.3,99.856,3874,57.07
533,58,2.107,301.54,1467.9,99.721,6901,39.26
553,56.3,2.303,301.97,1461.4,100.58,4424,48.92
389,57.8,2.202,301.79,1421,100.55,8027,60.61
559,62.9,1.357,301.54,1569.1,99.777,7512,62.255
515,60.4,2.488,300.95,1257.4,100.15,5753,43.5
939,58.8,2.391,301.57,1355.8,100.6,3629,85.52
382,57.9,2.187,301.97,1430.8,100.84,5085,57.22
329,62.5,1.994,301.73,1516.9,99.924,4940,45.3
774,62.9,1.298,301.58,1553.4,99.819,5573,66.105
553,61.4,2.576,300.81,1213.4,100.11,273,58.835
572,62.2,2.684,300.31,1101.5,99.488,5044,65.71
618,61.2,1.845,301.27,1454.1,99.573,3553,79.67
691,61.6,1.759,301.29,1472.1,99.608,4054,79.367
1038,61.1,2.507,301.49,1304.2,100.78,7715,88
355,62.6,2.111,301.7,1440.6,100.47,6479,40.67
673,61.3,1.763,301.35,1471.5,99.634,5157,79.04
792,61.6,1.674,301.37,1485.1,99.689,3873,84.085
769,62,1.585,301.39,1498.7,99.744,5310,72.65
432,62.3,2.077,301.44,1334.2,100.89,5197,61.87
320,63.2,2.17,301.44,1357,100.69,4465,55.7
846,62.8,1.53,301.31,1441.5,99.309,3853,43.12
718,65.4,2.362,300.93,1217.8,100.91,1920,32.965
375,58.4,2.267,300.83,1312.3,98.695,6235,50
842,64.1,2.373,301.11,1199.1,101.22,7681,49.5
401,58.5,2.209,300.78,1351.2,98.479,6840,55.13
665,63.7,1.072,301.55,1442,100.62,4673,76.44
542,65.1,1.311,301.01,1243.5,100.38,5492,60.78
778,65.3,1.136,301.16,1232.5,100.73,3231,69.48
626,66,1.326,300.89,1137,100.62,-903,53.23
930,64.1,2.755,301.36,1091.7,100.62,5249,73.96
922,63.9,2.912,301.22,1064.9,100.51,5434,79.085
1181,65.2,1.264,301.48,1159.5,101.25,165,69.46
1166,64.7,1.295,301.61,1197.9,101.24,6411,74.17
607,66.5,1.303,301.2,1012,101.34,-1623,62.23
1017,66,3.149,301.16,938.54,101.01,-1671,56.39
57,34.3,1.331,274.88,963.24,99.743,2639,48.265
57,34.3,1.337,274.87,980.24,99.968,1104,47.92
33,25.5,5.199,277.48,498.4,94.09,2451,17.06
58,39.1,2.924,273.41,979.45,97.3,6590,26.88
155,36.7,2.66,274.04,930.27,97.368,4627,61.52
126,37,2.736,274,939.01,97.343,3565,84.91
50,35,4.258,275.35,1112.7,99.515,3846,13.42
49,34.8,4.447,275.41,1121.5,99.774,3309,20
52,34.5,4.638,275.48,1130.3,100.03,2656,10.71
124,34.2,4.615,275.61,1130.9,100.01,2321,5
212,32.7,5.018,276.17,1146.8,100.5,2408,37.79
216,33,5.128,276.08,1139.7,100.58,2392,20.9
52,38.7,3.272,275.55,554.75,93.942,2571,25.08
147,31.1,2.465,277.85,788.27,101.09,2996,17.67
347,28.1,2.968,277.94,1023.7,100.75,2482,90.21
120,30.8,2.557,277.96,811.98,101.05,2111,21.595
138,27.3,3.383,278.3,736.25,98.344,2669,38.7
162,27.1,3.287,278.41,754.6,98.61,2568,52.48
239,29,3.233,278.73,1004.5,101.15,1605,94.83
242,29.2,3.2,278.86,1001,101.07,2666,86.54
303,34.2,7.076,275.47,1083.3,99.286,2314,92.71
174,34.4,7.054,275.37,1082.3,99.299,4115,74.75
259,29.4,3.209,278.94,1004.5,100.98,2572,78.23
100,49.1,2.768,274.61,715.62,96.419,1168,6.58
71,48.6,3.324,274.95,735.02,97.185,2008,6.38
364,30,3.298,278.71,1017.6,100.4,2307,108.55
128,33.3,6.94,275.49,1076.2,98.416,3462,52.61
191,33.2,6.628,275.54,1098.5,98.401,3030,40.29
454,30.3,2.518,280.17,979.73,101.02,2378,136.29
139,48.3,1.628,274.28,528.94,90.929,2784,14.46
129,48.8,1.334,273.98,522.38,90.177,1767,24.92
269,38.7,2.427,276.26,846.81,91.111,1931,19.83
325,39.3,1.863,276.98,909.94,92.746,2368,15.38
153,42.5,0.925,277.79,1108.1,95.752,2511,37.21
142,40.7,1.518,277.72,1069.7,94.546,2334,19.73
101,28.6,5.677,279.31,636.86,91.927,2628,31.88
117,29.1,5.488,278.96,635.61,91.259,2677,28.67
184,41.6,1.629,277.22,1090.9,93.695,2387,54
169,53.8,6.209,283.65,814.12,88.945,1930,20.63
156,53.6,6.244,283.71,834.52,88.955,1904,31.08
125,30,5.403,278.08,632.84,90.229,2856,17.88
748,26.8,0.943,279.69,998.97,99.228,3880,268.13
91,26.5,2.406,281.27,756.27,100.61,2537,66.28
91,26.4,2.393,281.28,762.97,100.66,2583,69.83
134,27.4,0.415,282,1430.4,95.286,2949,55.825
292,29.2,3.664,278.92,1012.8,96.82,3426,42.25
329,29.3,3.727,279,1026.5,97.086,4067,40.83
160,34.2,3.963,284.74,1038.3,92.923,2402,43.58
168,32.8,3.879,284.78,1035.6,93.341,2189,50.27
149,28.3,3.788,284.92,1055.4,94.198,2169,66.17
216,24.3,1.688,282.3,844.21,95.233,2874,125.72
103,21.9,1.851,283.35,812.24,97.889,2396,33.25
118,21.8,1.786,283.56,820.33,98.664,2314,30.143
106,27.8,3.914,284.11,746.23,101.77,2179,37
344,28.5,4.951,284.52,663.11,102.3,-2422,91.17
194,30.5,4.196,285.42,791.86,101.6,4060,9.75
225,31,4.111,285.67,800.5,101.5,2445,4.33
225,34.5,4.548,285.68,779.97,101.78,-1799,10.63
189,24.4,4.452,287.01,741.36,101.95,4087,93.71
146,24.2,4.284,287.04,739.73,101.86,3080,108.14
162,31.4,5.515,286.72,610.42,102.47,3620,37.83
122,32.9,5.436,286.72,587.12,102.49,-2073,39.585
122,33.4,5.41,286.72,579.35,102.5,-2397,31.29
263,37,4.555,289.54,1000.8,101.6,4453,20.31
272,45.3,1.017,284.63,1866.2,72.159,2241,27.5
237,51.8,1.478,285.25,1793.1,73.675,2262,45.38
54,31.7,0.714,282.45,1516.5,69.439,1524,30.88
95,34.9,0.971,283.25,1847.5,68.23,2709,43.46
17,39.5,2.084,283.8,1825.5,68.896,3959,25.33
305,50.6,4.55,293.21,1269,102.18,4848,12.04
407,48.9,4.519,293.93,1372.6,102.14,4189,13.065
871,56.4,5.106,294.89,1375.1,102,3227,34.307
717,55.9,5.039,294.9,1380.4,102.03,3553,40.83
695,57.1,4.947,294.72,1325,102.13,4427,26.17
699,56.6,4.864,294.73,1333.2,102.15,3107,24.83
782,57.8,4.946,294.72,1314.1,102.14,3642,20.915
717,57.4,4.854,294.76,1326.2,102.16,4133,31.04
1975,63.1,3.2,297.39,1306,99.697,4999,159.28
1732,68.8,5.276,296.16,1251.3,101.82,3780,53.5
1299,68.7,4.625,295.79,1257.3,102.05,4235,41.38
1289,67.7,4.51,295.71,1269.1,102.08,-928,78.795
1274,61.6,3.189,297.65,1236.1,99.689,3582,108.05
1107,70,4.423,295.56,1170.2,102.05,3407,60.58
1221,60.6,3.2,298.05,1279.2,99.831,5159,113.92
1408,72.8,4.376,295.44,1052.1,101.84,4390,44.88
1671,63.2,2.583,298.3,1236.2,100.04,4316,134.42
983,57.8,3.644,299.99,1464.3,101.18,4115,111.83
978,72.5,2.634,297.99,1363,100.5,6434,61.88
774,70.2,2.774,298.24,1366.4,100.34,3402,42.29
1287,70.7,2.241,298.37,1408.4,100.51,3338,57.81
858,62.3,3.617,299.45,1308.6,101.34,505,104.5
983,68.5,3.811,299.01,1281.9,101.09,2840,84.5
1190,54.7,2.872,300.72,1513,101.33,3799,90.68
1014,67.8,3.625,298.97,1267.9,101.04,4470,103.96
1013,68.2,3.469,298.86,1251.1,100.95,5000,113.67
845,69.9,3.371,298.63,1225.2,100.86,4175,105.38
606,60,2.479,299.43,1305.9,100.24,5874,82.17
622,61.6,2.559,299.13,1268.3,100.13,4453,80.097
881,69.9,2.61,298.83,1291.9,100.87,1736,113.13
791,69.8,2.586,298.89,1302.2,100.84,7342,88.815
693,53.8,2.238,300.61,1337,100.91,3598,80.23
650,54.2,2.224,300.44,1330.7,100.61,6284,74.63
440,66.5,2.948,299.35,1406.9,100.05,7736,52.42
1094,69.5,3.598,297.15,1200.4,95.713,5547,104.75
658,63.6,3.053,297.29,1259.5,98.951,5925,56
1579,60.1,3.277,300.46,1343.9,100.23,5069,94.04
1109,59.1,3.318,300.7,1258.3,100.74,5284,94.09
1128,66.9,1.664,300.17,1460.3,101.14,3000,95.36
896,59.6,3.356,300.62,1234.2,100.61,4916,82.835
455,56.9,1.672,299.61,1502.6,98.624,3101,64.147
489,56.7,1.606,299.46,1493.7,98.424,6599,51.58
287,62.7,2.8,296.23,1181.5,96.786,6174,36.91
228,62.7,2.778,296.24,1170.5,97.066,5235,35.125
752,59.4,2.943,300.49,1205,100.66,4605,77.38
871,59.6,2.962,300.53,1203.2,100.61,4536,96.58
857,59.5,2.905,300.51,1201.9,100.62,2854,103.5
681,59.4,2.849,300.49,1200.7,100.63,3766,87.42
652,60.3,1.537,300.7,1629.2,100.01,5860,73.63
663,59.7,1.568,300.49,1603.6,99.656,3021,68.333
837,59.8,2.916,300.53,1198.6,100.55,6206,119.42
884,59.7,2.867,300.53,1198.9,100.58,3351,79.223
767,63.2,1.864,300.86,1524.4,100.72,5470,47.39
505,59.4,1.816,300.41,1516.7,99.35,6088,61.04
751,60.7,2.973,300.31,1183.4,100.06,6297,88.08
723,59.8,2.778,300.57,1194.9,100.48,4368,76.58
674,59.6,2.745,300.61,1197.2,100.54,6646,88.63
573,59.5,2.728,300.6,1197.1,100.53,5442,62.73
657,62.8,1.921,300.81,1512.2,100.47,3273,68.323
108,53.8,1.771,289.65,1446.4,75.887,6288,25.34
95,55.9,1.89,289.51,1405.7,76.007,6797,17.96
740,59.7,2.742,300.55,1194.6,100.36,4500,83.63
698,59.5,2.714,300.59,1196.2,100.41,3526,85.383
671,59.4,2.688,300.63,1197.7,100.47,4446,86.52
605,59.3,2.679,300.61,1197.2,100.44,2860,76.408
535,59.5,2.719,300.44,1190.1,100.2,7419,63.83
695,65.6,2.447,298.95,1137.9,99.019,4858,75.71
688,65.8,2.309,299.06,1157.4,99.193,6093,109.08
882,65.4,1.525,299.96,1292.1,100.35,4259,73.075
706,61.6,3.165,299.54,1184.4,98.482,4103,83.165
742,61.3,3.089,299.71,1186.1,98.782,5065,83.38
633,65.7,2.406,298.91,1148.6,98.78,7427,44.595
793,65.4,1.369,300.14,1331.6,100.38,6629,68.5
555,61.5,2.845,299.4,1156.4,98.66,3253,101.26
690,61.8,3.998,299.9,1389,97.08,4610,91.57
673,61.4,3.907,299.85,1380.9,97.048,6302,93.08
385,63.3,2.575,299.14,1170.1,98.292,8090,40.95
91,57.1,3.377,291.79,1383.1,79.844,4358,37.125
203,58.1,3.898,294.65,1473.1,84.405,7067,50.5
700,61.8,2.996,299.27,1232.8,97.572,6203,73.42
243,59.7,4.432,294.57,1435.6,84.555,5977,48.13
787,61.9,2.887,299.26,1246.3,97.478,4025,90.738
762,65.9,1.428,300.32,1320.4,99.974,5580,94.125
25,49.6,1.974,288.98,1389.3,74.155,4583,16.105
218,52.2,1.15,298.46,1177.1,97.14,7692,14.17
177,52,1.153,298.44,1168.8,97.194,6661,27.753
109,52,1.969,293.06,1497.8,81.5,5990,27.75
123,52.6,1.914,293.27,1492.5,81.989,6480,43.58
139,53.1,1.868,293.49,1487.2,82.477,5898,29.565
827,59.6,2.05,300.19,1351.6,98.181,6351,58.275
858,58.7,1.99,300.43,1345.6,98.494,6366,55.42
216,54.5,1.206,298.31,1216.9,96.042,6788,26.42
792,58.8,1.905,300.01,1358.9,97.608,5386,50.435
167,54.7,1.148,298.4,1237.7,95.669,7461,29.267
497,56.4,1.907,299.96,1246.4,97.501,6252,71.7
30,60.6,1.867,289.69,1361.3,77.874,7311,15.4
515,58.1,1.936,299.56,1186.6,97.193,6826,69.993
79,57.5,2.356,289.93,1288.4,78.25,4289,14.54
441,59.8,1.992,299.17,1126.9,96.885,5305,60.5
146,55.1,5.548,292.32,1525.5,79.464,5608,28.55
196,68.4,6.281,297.35,978.11,98.601,7545,21.48
196,69.4,6.927,297.38,967.55,99.082,4595,27.835
81,59.3,2.038,292.01,1434.9,81.511,6138,18.615
703,71.9,2.05,298.29,920.17,97.379,5631,70.38
121,63.5,5.24,298.12,926.04,98.726,7832,20.42
647,72.7,2.038,298.56,948.83,97.808,6597,51.92
75,65.1,0.479,293.49,1306.1,85.399,4187,19.295
482,63.1,2.804,299.4,1325.2,95.682,6813,71.08
69,57.3,1.632,294.39,1618.4,83.486,7847,18.67
526,63.2,3.159,299.24,1315.1,95.454,5428,66.65
142,64.1,0.779,296.28,1684.1,87.37,7653,30.71
140,41.6,1.953,276.07,494.68,97.78,874,11.96
168,42.7,3.073,275.75,515.6,95.612,1168,11.96
147,43,3.428,276.14,531.06,97.537,1048,34.82
159,43.1,3.965,275.88,530.52,96.362,2008,10.83
225,45.8,1.387,275.16,371.92,89.49,1767,25.88
498,35.5,2.486,276.98,645.86,90.394,1931,46.63
246,33.6,2.243,278.79,591.15,94.082,2074,40.38
291,27.6,1.241,281.53,891.12,94.84,2511,75.29
256,28.7,1.434,280.88,843.25,93.69,2334,51.615
71,24.1,4.367,282.53,559.93,91.204,2628,47.27
69,24.5,4.159,282.14,558.63,90.548,2677,72.04
203,25.6,0.62,281.8,994.78,92.822,2387,128.04
89,26.2,3.639,281.49,540.02,89.542,2856,34.5
136,26,1.671,281.15,824.45,94.896,2949,40.815
98,27,1.52,279.11,956.59,89.738,2291,33.29
64,27.5,1.694,278.74,948.66,88.999,2092,26.5
73,32.3,4.131,279.82,790.02,89.822,1946,31.35
61,32.7,4.047,279.87,791.49,90.157,1287,17.77
49,35.7,13.823,275.37,1344.2,84.814,2132,32.04
180,26.4,7.642,279.22,1687.1,90.254,1866,31.71
84,34.6,13.599,275.85,1362.3,85.131,1721,27.68
182,27.4,7.792,278.66,1618.9,89.763,2173,36.13
73,33,11.678,276.75,1534.6,86.504,2168,28.13
73,33,11.642,276.77,1534,86.473,2147,22
91,31.8,11.482,278.36,1425.3,87.314,2004,20.29
81,30.6,11.13,277.6,1543.5,87.608,1800,34.29
91,30.4,11.172,277.76,1550.1,87.78,1743,30.77
66,19.2,4.32,278.73,1370.6,79.446,703,16.67
84,22.1,3.369,279.05,1273.9,81.915,2165,28.46
82,30.5,11.091,277.72,1546,87.554,2071,30.08
77,26.4,8.263,277.76,1425.5,88.014,1359,37.605
63,30.8,10.94,277.66,1536.9,87.174,2498,27.38
60,30.5,10.984,277.8,1543.9,87.309,2210,34.29
101,23.1,8.141,278.5,1481.2,88.26,1582,13.04
113,22.3,8.046,278.75,1505.9,88.368,2078,15.04
80,22.3,8.53,277.88,1382.3,87.139,1597,13.13
194,28,2.581,277.29,1242.2,81.058,2179,10.42
57,24.1,7.816,277.2,1296.8,86.751,1559,21.46
54,23.8,7.932,277.33,1307.2,86.768,1620,21.29
102,22.2,8.345,278.21,1396.8,87.146,1587,10.08
75,23.5,8.101,278.11,1343,87.118,2170,14.17
55,28.2,5.633,278.56,1267.5,83.176,1150,18.473
153,22.9,8.079,278.67,1385.9,87.342,2396,14.67
98,23.5,8.063,278.75,1378.6,87.46,2880,7.75
155,22.6,8.025,279.07,1417.3,87.559,2352,8.587
73,31.4,10.294,278.84,1075.8,88.228,2287,27.69
53,26,9.71,280.18,1568.1,89.076,2800,17.63
49,25.5,9.671,280.44,1566.8,89.28,2307,16.775
222,32.9,3.868,278.24,1404,81.6,2512,18.665
168,25.1,8.222,279.79,1445.4,88.167,2293,10.835
160,24.6,8.163,279.97,1467.6,88.326,2099,13.58
69,35.4,9.697,278.91,1195,87.905,2849,14.58
73,31,7.76,278.49,1281.8,85.723,1449,20.42
